reponame,developer1,developer2,developer3,developer4,developer5,developer6,developer7,developer8,developer9,developer10,developer11,developer12,developer13,developer14,developer15,developer16,developer17,developer18,developer19,developer20,developer21,developer22,developer23,developer24,developer25,developer26,developer27,developer28,developer29,developer30
bitcoin/bitcoin,fanquake,DrahtBot,hebasto,achow101,furszy,pinheadmz,TheCharlatan,Sjors,ryanofsky,brunoerg,glozow,ajtowns,instagibbs,dergoegge,mzumsande,stickies-v,josibake,willcl-ark,theStack,vasild,pablomartin4btc,theuni,ishaanam,martinus,ismaelsadeeq,Xekyo,darosior,jamesob,LarryRuane,sdaftuar
BitLucid/ninjawars,tchalvak,rrsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bluesky-social/social-app,pfrazee,ansh,alimony,hs4man21,loganrosen,renahlee,estrattonbailey,llllvvuu,bnewbold,DavidBuchanan314,benharri,jsoref,Jacob2161,gitstart,str4d,xnuk,Emma-Fuller,matinzd,monicaellerose,jaysoni-ash42,rezaaa,tboba,scottdotjs,mackuba,parion,mozzius,agentjabsco,ianklatzco,jetpacktuxedo,bdimcheff
bndtools/bnd,pkriens,bjhargrave,kriegfrj,reckart,scottslewis,laeubi,big-guy,tresat,maho7791,marcphilipp,juergen-albert,beikov,kwin,AlBundy33,michael-o,andrusha19,wborn,jprinet,TWiStErRob,ben-manes,tivervac,gnodet,GuusDeLange,chrisr3,glimmerveen,A7exSchin,,,,
bokeh/bokeh,mattpap,bryevdv,ianthomas23,mosc9575,rielAsh24,Hoxbro,philippjfr,jbednar,bryanwweber,Azaya89,xiaoyang-sde,cdeil,golmschenk,TheoMathurin,jlstevens,MarcSkovMadsen,jbkalmbach,osule,pavithraes,muendlein,tcmetzger,yah-yuan,KesharwaniArpita,nhthn,giladpn,RajatShenoi,solstag,Aziuth,tim-v3,godlike64
bottlepy/bottle,defnull,valq7711,ThePeeps191,ilrico,szobov,karmab,chrysle,wnesbv,mircea3,kloczek,josephernest,mgorny,premins,jayaddison,mentat51,BubaVV,,,,,,,,,,,,,,
boxbilling/boxbilling,evrifaessa,BelleNottelling,buycn,wocsol,RitikBarnwal,jaapmarcus,haydenwalker980,kevanjr,FairyPenguin,zohaib87,,,,,,,,,,,,,,,,,,,,
bpellin/keepassdroid,solokot,anymuon,agent-kimbley,victorherm,tp151209,jorfus,sr093906,woodyl,lucebac,gaul,bkqtnte10,Scaninky,HergestPhil,Neustradamus,bpellin,,,,,,,,,,,,,,,
Bram-Hub/Legup,04vmatsibekker,Bram28,hansongu123,19690ao,aesop0,charlestian23,jac-oblong,,,,,,,,,,,,,,,,,,,,,,,
breathe-doc/breathe,LecrisUT,cjdb,mwtoews,michaeljones,cc00010,intelkevinputnam,vermeeren,JasperCraeghs,RaumZeit,torbsorb,GiacomoBerti36,emilydolson,bitcoinfinancier,joldf,kdschlosser,HealthyPear,thebeanogamer,kielbasi,moriowanibe,befeleme,bozhiyou,Thosse,acagliano,kaycebasques,hroncok,D4N,kmorel,,,
brianfrankcooper/YCSB,seybi87,aaa646123,olavloite,huaifang,chaithuam,smkniazi,nurSaadat,PRESIDENT810,ramnik-uber,allanbank,shagun971,gaowayne,srikanthrkulkarni,perdelt,dotyjim-work,twblamer,busbey,,,,,,,,,,,,,
brianmario/mysql2,sodabrew,Faq,Eric-Guo,yahonda,dcblanton78,psulightning,davidteren,Anirudh2011,juancartagena,dichvti,Hey-Feres,floor114,aliibsin,tamird,hopewise,HoaiNam-2023,thvv,gersonmax,ermacaz,elfotografo007,fakefarm,petergoldstein,rhugo,rbur004,ketandoshi,steveh,,,,
bruvellu/cifonauta,RianBrenoPolonini,bruvellu,Felyppe1,joaopedrodiniz,Storti-Scatambuli,ArthurSimoesFerreira,M-n0ur,,,,,,,,,,,,,,,,,,,,,,,
buchen/portfolio,Nirus2000,buchen,pfalcon,OnkelDok,flywire,daveln,Morpheus1w3,cubinet-code,auchri,uok,chirlu,sheim-dev,Andie78,RomanLangrehr,roshanshariff,miniwark,kellerkind87,DavesGithub90,cmaoling,ChrisRBe,edemiguel,fernandomora,funnym0nk3y,vojtapolasek,alensiljak,forReason,ndsvw,maxpsq,mingus52,TheJiahao
buildbot/buildbot,p12tic,mokibit,pyup-bot,vibbo,ArthurPKFX,vx-i,pmisik,ivanov17,YngveNPettersen,lsgunth,Aaron-Chan,bb-nl,Mariatta,frenzymadness,felixsinger,MichaelOultram,slydiman,vext01,osvegn,tenta4,Try2Code,jtjbrady,lms-jk,akshayamadhuri,TheOnlyJoey,yan12125,terencehonles,mojca,kilo-gi,opoplawski
burnash/gspread,lavigne958,alifeee,butvinm,MagicMc23,zahrevsky,Mahima-ai,mishin,amey-neve,ACB-prgm,hawkash,kxvvv,PFython,erwin-d-austria,dgilman,botcs,,,,,,,,,,,,,,,
c-ares/c-ares,bradh352,bagder,bnoordhuis,timwoj,lixin-wei,ckerr,Chilledheart,ohadvano,alexey-tikhonov,omnivagant,korli,renodr,fdavis99,TurtleWilly,lifenjoiner,gjasny,dn-codes,debohman,TXTT2016,kylebevans,Kangie,gvanem,dimbleby,crrodriguez,,,,,,
cairoshell/cairoshell,dremin,Blastd,brimwats,ponjadito23,github-harunadev,lostmsu,mealpi,zulc22,relt-1,dannyromano,hkdemiralp,TerrorizedGakon,maxox,xoascf,ENDERZOMBI102,gMagnus87,themerror,librix,josuave,iki,,,,,,,,,,
cakephp/cakephp,markstory,ADmad,LordSimal,othercorey,fabian-mcfly,ravage84,dereuromark,celsowm,cnizzardini,garas,Phally,jozefgrencik,nook24,robertpustulka,thonhaus,jamisonbryant,cleptric,DeSerFix-bot,edoardocavazza,ajibarra,rochamarcelo,nitramxx,Manuel1948,nicokaiser79,ndm2,tobiasbhn,kevinfrom,DaveTang6,andrii-pukhalevych,berarma
cakephp/debug/kit,LordSimal,markstory,gerhard-lechner,dereuromark,fabian-mcfly,Mapiiik,ajibarra,garas,ADmad,othercorey,,,,,,,,,,,,,,,,,,,,
capistrano/capistrano,mattbrictson,HLFH,mackuba,intrip,edspc,mohamedhafez,robot-den,,,,,,,,,,,,,,,,,,,,,,,
cappuccino/cappuccino,daboe01,cappbot,michaelbach,,,,,,,,,,,,,,,,,,,,,,,,,,,
carltongibson/django-filter,carltongibson,last-partizan,codecov-commenter,priyank-panchal,mahdirahimi1999,zhaojiejoe,ThalusA,lewiscollard,munnsmunns,georgkrause,JestemStefan,WhiteSage,deronnax,weblate,Qadosch,peijianbo,aqeelat,CelestialGuru,MudassarSharifSandhu,scastlara,Abdullah0297445,LewisFletcher,rzashakeri,rikckie,,,,,,
carrierwaveuploader/carrierwave,mshibuya,rajyan,jalkoby,y-yagi,krasnoukhov,SuperTux88,macera,kimyu92,Complaex-Makandra,celsoMartins,emuesuenu,Fs00,DBugger32,JonRowe,joshwestbrook,patrickemuller,Paul-Yves,cpgo,BrianHawley,emilebosch,fragkakis,espen,,,,,,,,
ccache/ccache,jrosdahl,rkitover,ustc-hb,arBmind,huangqinjin,gjasny,ptc-jhoerner,thesamesam,z-aki,andrew-hardin,cupu,mkruskal-google,jmbreuer,iTrooz,isbadawi,nre-ableton,ntadej,dsilakov,keszegrobert,jave27,fekir,enihcam,ruimaciel,dionorgua,,,,,,
ccnmtl/mediathread,nikolas,ndittren,zmustapha,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdk/cdk,johnmay,egonw,parit,uli-f,Kohulan,cubbardo,OBrink,redaschi,JonasSchaub,mjw99,,,,,,,,,,,,,,,,,,,,
celery/celery,auvipy,Nusnus,pyup-bot,dpdoughe,zhu,stuart-bradley,aaronst,max-muoto,shahar-lev,luhn,awmackowiak,candleindark,stegayet,Mapiarz,ipakeev,ycc140,gshmu,sparrowt,cliftondhanee,mwodonnell,andrewdieken,KOliver94,thomas-thorburn-connect,SnoozeFreddo,richardbrockie,WeipingGuo,polarmt,ooyamatakehisa,dwysocki,karanganesan
celery/kombu,auvipy,stegayet,woutdenolf,rafidka,Nusnus,pawl,sk-,Kirade,MehrazRumman,kashifkhan,Steap,maciejstromich,danigm,pb-dod,mk-at,torotil,youtux,zN3utr4l,mbierma,cloutierjo,Asafb26,james-emerton,JoanFM,m-araujo-voltalia,bci-flolas,vitorquintanilha,shubham22,vincbeck,renato-farias,bellini666
ceph/ceph,zdover23,anthonyeleven,idryomov,vshankar,cbodley,adk3798,dparmar18,cyx1231st,batrick,rishabh-d-dave,nizamial09,lxbsz,yuvalif,rzarzynski,ljflores,Matan-B,pereman2,athanatos,phlogistonjohn,mattbenjamin,epuertat,ifed01,xxhdx1985126,ajarr,aclamk,Pegonzal,pkalever,trociny,petrutlucian94,yangdongsheng
channable/hoff,robbert-vdh,FPtje,alter2000,OpsBotPrime,DiegoDiverio,fatho,Riscky,AlexCELewis,HugoPeters1024,crtschin,DanielNoord,oanoshyn,ruuda,,,,,,,,,,,,,,,,,
chef/chef,johnmccrae,tpowell-progress,jaymzh,neha-p6,vkarve-chef,dafyddcrosby,poorndm,Stromweld,mwrock,sean-simmons-progress,smandaka,rahulgoel1,PrajaktaPurohit,nikhil2611,pauby,jwdean,ramereth,tmccombs,chouetz,tecracer-theinen,joebuilds,mdkent,Chris4rtin,nitins12,bender-the-greatest,mfortin,mdouek,MongoDevp,ashiqueps,infogulch
chenshuo/muduo,CChuancey,ggandycong,janksenhu,hevake,fangyuan2017,russck,iambingoNJU,Ruoye-W,chris-shenzhen-china,SLwarrior,chenshuo,,,,,,,,,,,,,,,,,,,
chilek/lms,rafalpietraszewicz,interduo,chilek,tudor2k3,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate-doom/chocolate-doom,turol,ceski-1,fabiangreffrath,rfomin,JNechaevsky,fragglet,mikeday0,Rathmox,DankRank,barnettg,QuartzSTQ,orbea,jacobrogers256,mc776,fawtytoo,,,,,,,,,,,,,,,
chris2511/xca,chris2511,driseley,daniejstriata,ARGYROU-MINAS,AnonATXDO,gentoo90,gregory112,burasuzu,LeviMarvin,Dehumanizer77,Ran-Xing,itsKV,jreo,redy01,mgilan,freedom1b2830,mahyarff,storm49152,hryamzik,gyles19,eduardomozart,g-psantos,Batnun,lunakoa,antonio-fr,monnerat,FLWFTW,,,
chrisboyle/sgtpuzzles,chrisboyle,goyalyashpal,JupiLogy,MsMoni2U,erikhuizinga,JonnyTech,Lucas-C,JohnGlassmyer,Johnathan-L-Gross,baruchel,Fabian42,Chasen101,Quixandro,SteffenBauer,Dansiman,ostrosablin,viki-t-s,regularlabs,elbie,,,,,,,,,,,
chriskohlhoff/asio,ecorm,antrv,qicosmos,uniqss,battlmonstr,iamhaiwen,kuntryn,jwt27,ecatmur,equippedmandingo,bgemmill,Tradias,luzpaz,andrei-datcu,alexbeattie42,anagno,kassane,cbrl,hanusek,slowriot,aberaud,mtnpke,fonqL,cjbradfield,Md-Aliullah,Kelvinyu1117,ostropik,systocrat,zagrichanskiy,fabiorossetto
CitizensDev/Citizens2,mcmonkey4eva,BreadcrumbIsTaken,fullwall,aml2023529,Aitooor,mrfloris,mani1232,moda84,TBAProgramming,TymekSL,m00nlygreat,twist3d99,thelipe7,615303619,NaysKutzu,YOKKUU,YodaZen,HowardZHY,Distolfix,SmallXY,welove69,Leviih01,sebseb7,DogLoverPink,eldiosx,MightyGoldenOctopus,,,,
citrusframework/citrus,bbortt,turing85,christophd,binutzu,Ivan-Polkovnikov-94,bthdimension,,,,,,,,,,,,,,,,,,,,,,,,
civetweb/civetweb,bel2125,jfriesne,mb12,DL6ER,AlbertShown,niklasf,linev,szsam,Biswa96,franckarts,maciejbocianski,liurui39660,PengZheng,zeroxer,greenrobot,Peter-R-Huber,kica-z,egorkonovalov,ericfangxu,Hippobotus,pavel-pimenov,kbkpbot,jespo655,paperino1983,ozenozkaya,JonasBorchelt,minhanghuang,lobolanja,caglarkarahan,nemethz5
ckan/ckan,wardi,smotornyuk,pdelboca,amercader,JVickery-TBS,thegostev,kowh-ai,vgeorgieva-cstbg,Gauravp-NEC,ThrawnCA,TomeCirun,spwoodcock,Zharktas,nisha-nec,BonaBeavis,LukeTully,Filip3mac,pkernevez,jaamarks,IndikaUdagedara,batey870,anuveyatsu,isomemo,jqnatividad,FuhuXia,C0d9Hunter,MichaelHarmsTIB,jze,mepearson,shashigharti
CleverRaven/Cataclysm-DDA,Maleclypse,Procyonae,TheShadowFerret,anoobindisguise,RenechCDDA,GuardianDll,bombasticSlacks,Qrox,irwiss,fairyarmadillo,Karol1223,dseguin,SurFlurer,kevingranade,andrei8l,randomtyper,NetSysFire,PatrikLundell,Venera3,casswedson,Rewryte,Fris0uman,sadenar,MNG-cataclysm,Standing-Storm,Kamayana,Daved27hundred,CatWithFourEyes,DoctorBoomstick,Drew4484
clientIO/joint,kumilingus,jamesgeorgewilliams,Geliogabalus,Tharos,MartinKanera,zbynekstara,frnora,alexandernst,MeAriJit,DavidSama1993,EduardHuck,ArthurWietzorek,floklein,lehoaibaokg,,,,,,,,,,,,,,,,
clojure-emacs/clojure-mode,bbatsov,dakra,jasonjckn,ikappaki,arichiardi,OknoLombarda,borkdude,kommen,,,,,,,,,,,,,,,,,,,,,,
cloudera/hue,Harshg999,ranade1,wing2fly,bjornalm,agl29,amitsrivastava,athithyaaselvam,JohanAhlen,quadoss,SoniaComp,pychheda,sumtumn,g3rg0,pid998877,Madhukar98,HalimKim,chenlein,zhangzhaohuazai,deept-creditone,sreenaths,cgkbfrd,pratik4891,nidhibhatg,ericbrow,KeithTt,sbbagal13,BoomLee1024,Jrebel-i,sqxinquan,Eanhain
cloudfoundry/uaa,strehle,Tallicia,cf-gitbot,bruce-ricard,hsinn0,swalchemist,adrianhoelzl-sap,peterhaochen47,cache-sk,mikeroda,saurabh-rahate,angusm43ge,jaristiz,heissa83,wberry-godaddy,jaisankar1,DanSalt,,,,,,,,,,,,,
coderholic/pyradio,s-n-g,nikisix,amski1,lobaluna,napcok,iodream,sqvist,darkshram,luzpaz,,,,,,,,,,,,,,,,,,,,,
collectiveidea/audited,akostadinov,mcyoung,danielmorrison,kvoshell,the-spectator,htrgouvea,giovannism20,tiagocassio,chmich,nicduke38degrees,sauloarruda,jlledom,markaschneider,mccarths,Aesthetikx,mroach,gjtorikian,flipsasser,,,,,,,,,,,,
collectiveidea/delayed/job,orien,albus522,diogoosorio,ragaskar,OwlKing,chtrinh,2called-chaos,jeremygottfried,aleonmon,Unknown-Guy,jminterwebs,ajaybhayani741,kad92,joshfester,wsthum,vinhmai570,johnnyshields,,,,,,,,,,,,,
commontk/CTK,jcfr,jamesobutler,lassoan,Punzo,malbi,pieper,JamesHOOOOO,pandas-a11y-11,ZhangAdjy,sjh26,freeman16601,,,,,,,,,,,,,,,,,,,
company-mode/company-mode,dgutov,willemml,technician77,viliaapro,yugaego,JonatanSahar,paaguti,mikaelspringer,kuba-orlik,Jdogzz,crotoc,mihaiolteanu,jellelicht,jdtsmith,,,,,,,,,,,,,,,,
composer/composer,Seldaek,stof,fredden,drupol,theoboldalex,mxr576,cafferata,dzuelke,mvorisek,naderman,Toflar,sshymko,llaville,mteu,helhum,dunglas,Attia-Ahmed,vtsykun,glaubinix,localheinz,aschempp,BernhardK91,lkrms,imdmahajankanika,WyriHaximus,imme-emosol,MirakuSan,physikerwelt,fr3nch13,Saad-Samba
composer/packagist,Seldaek,94noni,Spomky,stof,JonPurvis,vtsykun,SeymaAkdoganRepalogic,pbek,VidurK2,Davigugu55,Ocramius,drbyte,xiaohuilam,tcpdump-examples,unix-dude,,,,,,,,,,,,,,,
confluentinc/librdkafka,emasab,milindl,pranavrth,mahajanadhitya,wmorgan6796,mathispesch,mensfeld,bitemyapp,dstelljes,notnoop,dpcollins-google,Ten0,rizkyarlin,roxelo,anmonteiro,balubinnu,alpire,snar,pavel-pimenov,fullvindersofr,migarc1,anchitj,lvhuat,WouterVanNifterick,jainruchir,shanson7,samar-elsayed,aivarsk,Pilipets,chen9t
connectbot/connectbot,Timofei302,xplshn,timbly5000,ocroquette,xPaw,RomneyYW,uk3,umoenks,workingmachine,4HM091SW,tecosaur,DrDecagon,VA1DER,lordofthemoon,pierotofy,lars99,,,,,,,,,,,,,,
countries/countries,pmor,jean-francois-labbe,itay-grudev,worrawutp,carlosantoniodasilva,kevinluo201,oskargargas,msuliq,mbesemann,pioter,DanielHeath,brandondrew,jaehocho,,,,,,,,,,,,,,,,,
CppMicroServices/CppMicroServices,tcormackMW,jeffdiclemente,carneyweb,Monika032,pelliott-mathworks,BrianWeed,thrtouati,ShivamNegi,XJ-0461,insi-eb,Burgch,springLee1989,,,,,,,,,,,,,,,,,,
cschwan/sage-on-gentoo,strogdon,kiwifb,hackitforfun,sheerluck,,,,,,,,,,,,,,,,,,,,,,,,,,
ctran/annotate/models,ctran,lovro-bikic,n-rodriguez,ryanfox1985,jjowdy,kg8m,suzunedev,drwl,y-yagi,petergoldstein,SimBed,rajyan,rjherrera,kevin-atnos,justinpchang,arinchoi03,vizcay,schpet,afittro,autotelik,justinko,,,,,,,,,
cucumber/cucumber-ruby,mattwynne,luke-hill,Enceradeira,mpkorstanje,olleolleolle,aslakhellesoy,boahc077,gbartoloni,botandrose,AllenAbolmaali,marnen,diabolo,emanuil-tolev,RayChenLDL,,,,,,,,,,,,,,,,
curl/curl,bagder,icing,dfandrich,vszakats,jay,emanuele6,pheiduck,MarcelRaad,Karthikdasari0423,janbrummer,kop316,RaitoBezarius,ryandesign,gvanem,piru,markg85,injertao,jzakrzewski,bneradt,MonkeybreadSoftware,MichalPetryka,nmoinvaz,calvin2021y,user8446,jhauga,monnerat,kyled-dell,lucasnetau,tatsuhiro-t,Futaura
cython/cython,scoder,da-woods,mattip,matusvalo,h-vetinari,dalcinl,0dminnimda,imphil,vyasr,tacaswell,matttyson,ferdnyc,eli-schwartz,garychia,TeamSpen210,henryiii,isuruf,lysnikolaou,WillAyd,frederikdyrmose,evan0greenup,socketpair,Ericgig,EwoutH,leofang,hire-marat,marcwimmer,gamedev33,runzhi214,DimitriPapadopoulos
CZ-NIC/pyoidc,schlenk,tpazderka,infohash,chrislondon,khillman,mansenfranzen,gbip,wagnerpeer,,,,,,,,,,,,,,,,,,,,,,
d3/d3,mbostock,Fil,unidefi,curran,tophtucker,hamirmahal,diogoteles08,mbasakCinedigmInd,Meenakshise,software-provider,heysujal,karthiktrp,karthikeyan-accuknox,jinsheng200303,yelnyafacee,ShatilKhan,work933k,jayaramkasi,rbogireddy,Buroni,bennlich,nachocab,,,,,,,,
dahlbyk/posh-git,dahlbyk,Ra0to,oliverlabs,hmleal,stevehjohn,MisinformedDNA,kid1412621,nikoandpiko,alexanderwallau,Jawz84,Pxtl,johnottone,dauthleikr,matys1,patridge,dvdvideo1234,LoSealL,babaie774,lewis-hu,tsposato,seanblue,rbuckton,inspektor99,juliank,tcomben,mrkaarel,,,,
danbooru/danbooru,hdk5,NamelessContributor,HeeroWingZero,nottalulah,red-tails,BrokenEagle,bipface,Fuuf7,ongsalt,etoubleh,nonamethanks,OhGodItsBroken,TimyIsCool,eltociear,helpimnotdrowning,Wanbansui,tuxpizza,tengri7,wooneusean,Buernia,AxelTerizaki,Kikimaru,evazion,,,,,,,
dankelley/oce,dankelley,richardsc,avictor88,clayton33,MarkTaylorNOC,benlafreniere,koRneel82,,,,,,,,,,,,,,,,,,,,,,,
danmar/cppcheck,chrchr-github,danmar,pfultz2,firewave,rwiesenfarth,samopolacek,mptre,orbitcowboy,andrew-aitchison,hwhsu1231,DavidKorczynski,PeterSchops,sthagen,SChernykh,longradix,tbsmark86,spoorcc,jedrzej-klocek,healytpk,fu7mu4,SCHIZOPILL,chrfranke,carlatcrown,YangMoo,adbancroft,ledocc,apuly,BlamKiwi,,
danvk/dygraphs,mirabilos,danvk,derrxb,Alpt,ktsaou,acontreras89,AdrieK,GianlucaSolinas,riyadh-radhi,paulfelix,,,,,,,,,,,,,,,,,,,,
darktable-org/darktable,TurboGit,jenshannoschwalm,victoryforce,ralfbrown,dterrahe,kmilos,MStraeten,elstoc,jpellegrini,dtorop,zisoft,HSUfineprint,wpferguson,Nilvus,Solarer,gi-man,LebedevRI,s7habo,KarlMagnusLarsson,difrkaguilar,da-phil,parafin,ActarusLeGrand,kofa73,AlicVB,sgotti,bgodole,ptilopteri,serkan-maker,asdkant
darold/pgbadger,darold,systequ,bbourgier,Krysztophe,tanujbolisetty,vp-lab,Tiago-Anastacio,ncalero-uy,fabiogeiss,jcasanov,amacvar,,,,,,,,,,,,,,,,,,,
DataDog/documentation,alai97,estherk15,rtrieu,kayayarai,drichards-87,buraizu,urseberry,hestonhoffman,guacbot,cswatt,aliciascott,davidejones,juan-fernandez,StefonSimmons,andrea-mosk,nenadnoveljic,caseycull,rajat-luthra-ddog,sgnn7,sourabhkatti,crunchypistachiobutter,ncreated,devindford,silversupreme,gturbat,jamiemilstein,Kaderinho,nhientrandatadog,maycmlee,sumedham
derf/feh,tbvdm,derf,avlec,itaranto,N-R-K,kiteloopdesign,DarkSamus669,newyorkthink,wwsmiff,selseyastro,seahorse41,DrakoDom,yisishoujo,HubKing,Glog78,casperl,,,,,,,,,,,,,,
DFHack/dfhack,myk002,TaxiService,ab9rf,lethosor,johncosker,fricy,silverflyone,Penumbra69,plule,quietust,Franzyd,Cubittus,Codedependent77,Az6336,TSM-EVO,BeerNTacos,wsfsbvchr,cppcooper,Dragoon209,uecasm,DragonEyeNinja,Dawn-Xu-helloworld,Totherphoenix,cvuchener,Saint-Ajora,drhead,GentlemanSkelly,silverwing235,yourmum21,sparr
dgud/wings,Micheus,dgud,elblake,stolk,fire,filmor,,,,,,,,,,,,,,,,,,,,,,,,
dimagi/commcare-hq,orangejenny,esoergel,Jtang-1,mkangia,zandre-eng,snopoke,SmittieC,millerdev,Charl1996,kaapstorm,MartinRiese,AmitPhulera,nospame,sravfeyn,ajeety4,biyeun,stephherbers,mjriley,gherceg,pxwxnvermx,akashkj,Robert-Costello,minhaminha,shubham1g5,jingcheng16,dannyroberts,calellowitz,ctsims,AntNoel,AddisonDunn
dimitri/pgloader,aadrian,svantevonerichsen6906,signmeuptwice,sdyarnell,codereverser,jtorral,Julienh,drauber,dimkadv2,blzzua,kvallab2,b10wf15h,chngrogul,andrewtweber,e-kondr01,panayao,dataf3l,timoteopereira7,d3r3ktm,IvanaKB,philharmonie,Myshiner,solo-juan,Hareramrai,chimosky,ns-mkusper,jaseenal,philsmy,BrianJM,mcg
dipy/dipy,skoudoro,arokem,shilpiprd,gabknight,lb-97,BramshQamar,Garyfallidis,pjsjongsung,samcoveney,RahulUbale,guaje,jhlegarreta,WilliamFCB,RafaelNH,baranaydogan,frheault,pcamach2,MickyG03,ujjwal-shekhar,zephmann,tashrifbillah,ShreyasFadnavis,karanphil,CHrlS98,yarikoptic,jayashree15,araikes,casperdcl,kev1nzh37,alienx-zero
dita-ot/dita-ot,jelovirt,raducoravu,chrispy-snps,infotexture,robander,darrenn-jackson,stefan-jung,Jon-Hill-i2,adamzkover,weiwu-zhang,jlacour31,pdanaher,bird2tori,Radix999,yin-yang-alchemist,haolekatalon,mumashankar,rrcomtech,ToshihikoMakita,kirkilj,,,,,,,,,,
django-ckeditor/django-ckeditor,matthiask,some1ataplace,Salaah01,hashlash,SazSoft,pulse-mind,bbonfoey,parth5795,fivan999,sundaradh,SalahAdDin,devanghingu,vncntk,jsolly,success-99,atc2146,peterjochum,,,,,,,,,,,,,
django-cms/django-cms,fsbraun,vinitkumar,vasekch,mihalikv,jrief,marksweb,adrien-delhorme,benzkji,fff21,prepstarr,sepi,chncaption,suryadev99,sveetch,PeterW-LWL,MShirazAhmad,Aiky30,svandeneertwegh,dv1d08,corentinbettiol,wfehr,WaqarAnwar,pietzschke,diesieben07,fdobrovolny,petrklus,alexgustafson,changeling,,
django-cms/django-filer,fsbraun,vinitkumar,marksweb,jrief,ivarsg,fabien-michel,protoroto,prepstarr,mihalikv,housUnus,benzkji,mbi,corentinbettiol,nickdjones,heemayl,Aiky30,wagnerfelix,aacimov,alexgustafson,RamezIssac,petrklus,MarcoGlauser,,,,,,,,
django-extensions/django-extensions,trbs,jannh,krystofbe,michel-slm,Apreche,tim-schilling,ryanchen99,Azteker,santiagobasulto,KeytonRR,hosni,mardukbp,chowesbeacon,Crocmagnon,christophehenry,spapanik,edward-springload,nitsujri,mehmir,lvieirajr,Ecno92,awbacker,,,,,,,,
django-haystack/django-haystack,cclauss,claudep,acdha,pbiering,mattegray,code-review-doctor,Caesar-Victory,JohnMulligan,msapiro,rascalking,,,,,,,,,,,,,,,,,,,,
django-ordered-model/django-ordered-model,shuckc,Archmonger,ibaguio,rafammpp,Hafnernuss,swehba,paduszyk,acurcie-st,GeeWee,lauxley,BercX,HengJunXi,fish-face,imomaliev,,,,,,,,,,,,,,,,
django-treebeard/django-treebeard,solarissmoke,MimmyJau,jrief,ivarsg,shapiromatron,djowett,DmitiyPi,ansocha,jokiefer,florencioq,samuelblattner,tabo,,,,,,,,,,,,,,,,,,
django/djangoproject.com,sabderemane,felixxm,nessita,cgl,HanaPoulpe,pauloxnet,Tushar-sahani,devanubis,rajesh604,omgupta2202,saikrishnatbijil,benjaoming,implicitdefcncdragneel,vidit-od,datur,glasnt,Akarsh711,vaix-dungpx,thibaudcolas,matthiask,adiletto64,maia-andre,1Shubham7,yasintaha,moghadas76,ebaumgartner,camilonova,coderanger,salihslx,diegoug
django/django,felixxm,nessita,shangxiao,ngnpope,charettes,sarahboyce,smithdc1,LilyFoote,Akash-Kumar-Sen,adamchainz,DevilsAutumn,mgaligniana,timgraham,PoByBolek,shaib,thibaudcolas,Jacob1507,gregorjerse,bigfootjon,anorthall,LomaxOnTheRun,fsbraun,carltongibson,olibook,jribbens,ewjoachim,sainipray,raydeal,AMK9978,browniebroke
dlang/phobos,FeepingCreature,dkorpel,dlang-bot,ibuclaw,CyberShadow,ntrel,RazvanN7,WalterBright,maxhaton,atilaneves,Herringway,ljmf00,rikkimax,dukc,JohanEngelen,thewilsonator,katyukha,WebFreak001,burner,pbackus,PetarKirov,Bolpat,John-Colvin,Dany12LU,schveiguy,quickfur,ikeycode,LightBender,andralex,benjones
doctrine/common,Gwemox,malarzm,solcik,,,,,,,,,,,,,,,,,,,,,,,,,,,
doctrine/dbal,derrabus,greg0ire,phansys,morozov,f-lombardo,mvorisek,mcurland,cgknx,SenseException,Tofandel,dwgebler,hgraca,VincentLanglet,l-vo,henritielscher,Aweptimum,tzkoshi,edent,fwolfsjaeger,stof,simPod,salim-bahram,bilogic,allenisalai,MaximilianSpeer,karrakoliko,melekhovets,nicolas-grekas,kbond,taophp
doctrine/migrations,greg0ire,theofidry,derrabus,o5,gordinskiy,maMykola,Redominus,alturic,rwkt,nkamuo,naumanxds,raress96,jacekkarczmarczyk,boctulus,ostrolucky,juniwalk,eugene-borovov,,,,,,,,,,,,,
doctrine/mongodb-odm,malarzm,alcaeus,rupeshwankhede,bogdandubyk,olivier34000,stof,aturki,cyildirim,amirreza1994,nicklaw5,Gyvastis,mustanggb,cousinjoe,,,,,,,,,,,,,,,,,
doctrine/orm,greg0ire,mpdude,derrabus,nicolas-grekas,SenseException,flack,sylfabre,wtfzdotnet,MatTheCat,rmikalkenas,stof,mrVrAlex,beberlei,VincentLanglet,Aweptimum,Ocramius,Greg0,Gwemox,mvorisek,macroparts,phansys,wmouwen,BoShurik,dmitryuk,vuongxuongminh,PhilETaylor,abdelazizmirasoft,jakubtobiasz,e-vil-dev,jaroslavtyc
