reponame,developer1,developer2,developer3,developer4,developer5,developer6,developer7,developer8,developer9,developer10,developer11,developer12,developer13,developer14,developer15,developer16,developer17,developer18,developer19,developer20,developer21,developer22,developer23,developer24,developer25,developer26,developer27,developer28,developer29,developer30
signalapp/Signal-Android,cody-signal,nicholas-signal,greyson-signal,bhlevca,Sgn-32,Paulchen232,clark-signal,Wojtaz0w,g1a55er,Meteor0id,MorgeMoensch,alex-signal,rashad-signal,sofodrift,derMart,clauz9,arnowelzel,piratOLD,codeonblocks,1nikolas,MartinX3,DaveSaah,Herohtar,UserX404,Tursko,bhaskarraksahb,FPanoneos,jrose-signal,chaoscommander,ryannathans
signumsoftware/framework,olmobrutall,MehdyKarimpour,mehdy-karimpour,RezaNosratabad,AlejandroCano,KonstantinLukaschenko,JovanovicNatasa,rezanos,,,,,,,,,,,,,,,,,,,,,,
silverstripe/silverstripe-framework,GuySartorelli,emteknetnz,lekoala,michalkleiner,sabina-talipova,andrewandante,maxime-rainville,xini,kevingroeger,sunnysideup,kinglozzer,blueo,beerbohmdo,josephlewisnz,mfendeksilverstripe,chrispenny,satrun77,TheBnl,elliot-sawyer,sb-relaxt-at,lerni,mikenuguid,mikey-harveycameron,tiller1010,catharsisjelly,dcentrica,SvenWesterlaken,mlewis-everley,NightJar,xyphoid
SimpleITK/SimpleITK,blowekamp,zivy,dave3d,NirutaDhimal,N-Dekker,PolarBean,DavidMGT,Volodimirich,Kevin-DIDIER,DrDryg,Harry-KIT,neuronflow,dzenanz,Marsxpc,,,,,,,,,,,,,,,,
SimpleMachines/SMF,sbulen,jdarwood007,Sesquipedalian,DiegoAndresCortes,m4z,live627,isaak654,dragomano,albertlast,LexArma,RainRat,viulian,BrickOzp,TwitchisMental,KrillinsWorld,JetzeMellema,indyrcpilot,lurkalot,Randem06,Trekkie101,jeffythedragonslayer,dullboy3,frandominguezl,Flavio93Zena,Turrican3,,,,,
slim-template/slim,minad,czj,tainoe,kadru,techdude,dentarg,,,,,,,,,,,,,,,,,,,,,,,,
smicallef/spiderfoot,RA80533,bcoles,MiChaelinzo,sam5epi0l,gitadvisor,pyx9999,smicallef,codecov-commenter,spameier,AnonymousWP,ashhad,VirtualAjatus,john-7777,PeterDaveHello,tknecht,DSGuglielmo,z0mig,U53RW4R3,alirf81,CodeSyncio,santiago-mooser,WebBreacher,simillo01,,,,,,,
smogon/pokemon-showdown,KrisXV,AnnikaCodes,Seerd,livid-washed,adrivrie,DaWoblefet,Karthik99999,ACakeWearingAHat,mia-pi-git,TomOfTomKat,Slayer95,KennedyLFC,Dirain1700,singiamtel,smudgerox,pyuk-bot,Petuuuhhh,qwertystrargs,Thinkerino,HisuianZoroark,Lionyx,jzfraser,MathyFurret,dot-Comfey,DieterReinert,CheeseMuffin,nigelrobbins3,placuszek15,EggMuncherSupreme,monsanto
Sonarr/Sonarr,markus101,Qstick,mynameisbogdan,bakerboy448,stevietv,JeWe37,SonarrBot,ServarrAdmin,jack-mil,jtnguyen45,thezoggy,PearsonFlyer,CheAle14,augustuen,Xabis,funforgiven,Neptunespace,PN62323424,Stanzilla,ttran913,CLHatch,austinwbest,Thirrian,thezak48,cybersteel8,Kedryn,edrock200,noggl,Schaka,S0me6uy
SonarSource/sonarlint-eclipse,damien-urruty-sonarsource,henryju,jblievremont,,,,,,,,,,,,,,,,,,,,,,,,,,,
sopel-irc/sopel,dgw,SnoopJ,Exirel,antdude,half-duplex,RustyBower,xmszkn,alethiophile,,,,,,,,,,,,,,,,,,,,,,
sosreport/sos,pmoravec,TurboTurtle,arif-ali,jneo8,Nitn-Yewale,jcastill,sandrobonazzola,sourabhjains,juanmasg,brozs,eric-desrochers,mkowalski,nkshirsagar,dnegreira,utopiabound,sscargal,jjansky1,chanchiwai-ray,muahdib69,seeteena,pponnuvel,Likhitha26,fernandoroyosanchez,pacevedom,aieri,bengal,rafalop,rmetrich,uniontech-lilinjie,dosaboy
souravjain540/Basic-Python-Programs,Mah224Moud,Rajit99,thatjordandude,elrrowwe,20016145,segwhat,Pranav1102004,githubsharat,How2PlayGithub,murluki,ymohit1603,Rom4ikchek,Aayush260107,SOBANEJAZ,KZV027,danieljuliusstein,d3v-26,akshit7165,orati1111,AyushSinghRawat-hub,sykalerio,,,,,,,,,
spaam/svtplay-dl,spaam,pythonuser3856,SweDennis,filmaidykai,Sopor,torbjornljung,bohelax,GreveTess,kallegrens,kingzcrown,CurryBurken,attrembl,andersqvist,olivertwistor,kilmouski,StreetCracker,Vinylwalk3r,psonnosp,martinlindhe,,,,,,,,,,,
SparkDevNetwork/Rock,Jon-Corey,mikedotmundy,austinspooner,nairdo,ethan-sparkdevnetwork,leahjennings,JimMichael,dataCollegechurch,JRichmond27,nlBayside,frogydiak,azturner,chead4,tikool17,lizrose20,timlem,robotman3000,davidbelk,SteveSwaringen,taylorfagan865,TheArkChurch,NuclearTacos,SkellyRen,shauncummings,jasonhendee,joezimjs,white3tj,markewampler,ElimAdmin,garrettjohnson
sparklemotion/nokogiri,flavorjones,stevecheckoway,cbasguti,maths22,peterzhu2118,chadlwilson,vcc-LG,anishathalye,malcolm-pro,byroot,louis-guillaume,mvz,txgk,rgaufman,GandalfCoops,hisa13,koshigoe,torce,0x1eef,ccvs1993,tyagi-manan,adfoster-r7,montdidier,headius,zenspider,,,,,
specify/specify7,maxxxxxdlp,CarolineDenis,grantfitzsimmons,melton-jason,carlosmbe,realVinayak,bronwyncombs,specifysoftware,acwhite211,chanulee1,mpitblado,tlammer,vivekpulukuri,Shweta46,Cazza1965,beach53,acbentley,dshorthouse,,,,,,,,,,,,
spmallick/learnopencv,sovit-123,veb-101,pranavdurai10,brmarkus,TapasKumarDutta1,RohitDhankar,Kunaldawn7,kXborg,Udo-A,ArushikaBansal,fanaev,ReidTPowell,johncblacker,kabiri,lix19937,OL-YAD,orcohen9826,nyck33,HaritsNasution,YoungWaai,ZalvinZ,,,,,,,,,
spring-projects/spring-amqp,garyrussell,artembilan,dlehammer,making,kstojanovski-novatec,sha1n,thorntonrp,Adler95,awen112,verissimor,bdshadow,,,,,,,,,,,,,,,,,,,
spring-projects/spring-data-commons,mp911de,christophstrobl,quaff,odrotbohm,udalov,rxxy,rwinch,gregturn,thachlp,amidukr,sdeleuze,schauder,danparisi,msevcenko,sergey-morenets,sbont,sundarsabapathi,Carlrs,jxblum,thjanssen,hantsy,hubertvolz,stephmafole,amariik,arpanpreneur,pollux-,paulocagol,Ditscheridou,,
spring-projects/spring-data-mongodb,christophstrobl,mp911de,jxblum,sxhinzvc,christianblust,pivotal-cla,fkreis,scrum-futch,jakubwladyslaw,juzq,heoYH,almogtavor,haiderali22,ochrstn,Flowwwww,salman-khandu,Ak-07,AtanasVYordanov,christophe-michard,JonathanHel,dominikpiegdon,yadavdev,csmager,ehardy,NRaf,abhiatiiitb,lomuto,goafabric,sunny-chung,zlaval
spring-projects/spring-data-rest,mp911de,odrotbohm,ptahchiev,claudia-maderthaner-infoniqa,christophstrobl,imrankhanoneassist,wintersolutions,mjustin,saschakr,pivotal-cla,jxblum,Laures,pariaSadatHosseiny,v00d00c0de,godzzo,f-cramer,,,,,,,,,,,,,,
spring-projects/spring-framework,sbrannen,jhoeller,bclozel,snicoll,sdeleuze,rstoyanchev,rwinch,quaff,izeye,pivotal-cla,wilkinsona,mdeinum,poutsma,vpavic,simonbasle,manueljordan,OlgaMaciaszek,spencergibb,mzeijen,Nheyll,philwebb,marcingrzejszczak,kilink,devdilson,DanielLiu1123,mp911de,jbotuck,kartik-kaushik,qiangyt,alpeshvas
spring-projects/spring-security,jzheaux,marcusdacoregio,sjohnr,jgrandja,pivotal-cla,rwinch,kandaguru17,evgeniycheban,singhbaljit,justin-tay,1993heqiang,ubaid4j,bwgjoseph,mainul35,ThomasKasene,ymajoros,artembilan,daniel-shuy,maimate-dev,sumeetpri,Anubhav-2000,dfrommi,dietzsch,kevin2jordan,mczul,alexis-valois,romangr,asaikali,limvik,stnor
sqitchers/sqitch,theory,vectro,autarch,web-vertalo,coveralls,ghoust-xxx,rossocampbell,ClementC,plrtn,NOBLES5E,andreihojda,gregoa,jjn1056,TimoStolz,,,,,,,,,,,,,,,,
steveicarus/iverilog,larsclausen,mole99,caryr,martinwhitaker,zachjs,stcmeh,aelmahmoudy,dwRchyngqxs,sifferman,nlshipp,svenka3,Freed-Wu,UweBonnes,Xhopo,balanx,AndreasLoow,ldoolitt,galenseitz,chykon,holography-be,zhang-stephen,vmw,mkorbel1,Superchao-ai,cemery123,bansalrajesh,thesourcerer8,a1ca7raz,vicg42,smunaut
stleary/JSON-java,stleary,javadev,davejbur,michael-o,madhavgupta2011,JulWas797,PoppingSnack,kspmmitt,derily,yujingweivip,spaffrath,froque,aaalzya,Sharrk7mii,johnjaylward,benzman81,thswlsqls,FyiurAmron,,,,,,,,,,,,
strangerstudios/paid-memberships-pro,dparker1005,ideadude,andrewlimaza,MaximilianoRicoTabo,JarrydLong,ipokkel,dwanjuki,kimcoleman,michaelbeil,kimwhite,mircobabini,brm-ryd,drhvsb,the-sweet,jahidhasan018,Yallo90,EdithAllison,iamfiras,JJJ,bethgee,MaryOJob,,,,,,,,,
stripe/stripe-dotnet,pakrym-stripe,richardm-stripe,AraHaan,anniel-stripe,remi-stripe,GonzaloHierro,mk10391,tim-schmidt,LeoRpc,wasyster,mattleeevt,THammond9,k3davis,demonguru18,clement911,iamcarbon,CocoThePimp,Modaouche,CGollhardt,niln1,,,,,,,,,,
stripe/stripe-python,anniel-stripe,pakrym-stripe,remi-stripe,richardm-stripe,Kjenium,pastramahodu,rosswillyoung,aral,ROBERT-MCDOWELL,bioworkflows,TheBeardedRaspberry,SigireddyBalasai,pm-bc,inai-suraj,ajai-14,nferrari,dzhlobo,,,,,,,,,,,,,
subsurface/subsurface,mikeller,bstoeger,dirkhh,rafsalvioni,atdotde,mturkia,glance-,eisGeist,ckuethe,arrmo,jaskev,satoschu,GitPuffy,gbetous,hhassey,weiweiwei9811,pabdakine,salvadorcunat,dridb,Mateng2502,radzioz,johann973,anthonycroberts,Neill-Prohaska,marcvs,SirHardware,BastiSch,AlexTR85,mwerle,
swagger-api/swagger-codegen,frantuma,dara-leonard,HugoMario,jeremydyoung,MiloszTarka,ptMcGit,harid,MeikandaNayanar,matecsaj,igorleszczynski,felhag,fabianboerner,goors,ivansla,inferrna,gracekarina,Plonk42,chihabhajji,lnash94,joeshannon,airleee,Orycterope,27149chen,s50600822,PayBas,paulo-raca,smasset,zovippro1996,Indirajithcse,Aleksey2093
Sylius/Sylius,jakubtobiasz,NoResponseMate,Rafikooo,GSadee,TheMilek,coldic3,SyliusBot,vvasiloi,AdamKasp,Zales0123,lruozzi9,lchrusciel,palttamas,umpirsky,diimpp,mbabker,ulinskas,rimas-kudelis,Prometee,aris-bunnyshell,christopherhero,l-vo,dawkaa,Joklogh,loic425,t-n-y,Ferror,delyriand,MacMillan13,mihaichitic
symfony/symfony-docs,javiereguiluz,alexandre-daubois,OskarStark,94noni,alamirault,nicolas-grekas,fabpot,wouterj,weaverryan,ThomasLandauer,xabbuh,alexander-schranz,derrabus,MatTheCat,carsonbot,HeahDude,kbond,jmsche,stof,alexislefebvre,andreybolonin,GaryPEGEOT,MrYamous,mina20088,danielburger1337,guillaume-a,fcvoica,ndench,alirezarahmani,IssamRaouf
symfony/symfony,nicolas-grekas,stof,derrabus,carsonbot,fabpot,lyrixx,HypeMC,xabbuh,OskarStark,MatTheCat,alexandre-daubois,fancyweb,ro0NL,chalasr,wouterj,weaverryan,GromNaN,VincentLanglet,kbond,maxbeckers,94noni,javiereguiluz,Spomky,HeahDude,alamirault,vincentchalamon,yceruto,nikophil,stloyd,alexander-schranz
TA-Lib/ta-lib-python,mrjbq7,Elyasnz,wilker06,Rodelanuit1,Ariel64,KPCA1994,cgohlke,svax974,eromoe,uirty,dalwindr,xmatthias,reborn0904,pvpswaghd,aniss-itaoui,QuantFreedom1022,arturdaraujo,WarrenN1,sohum-25,Daiiszuki,ITachy0n,samgermain,naujoks-stefan,gmmkmtgk,fotechv,collinsethans,zakcali,soleilinvesting,chattel-tech,richardHaggioGwati
TanStack/query,TkDodo,lachlancollins,codecov-commenter,ardeora,manudeli,incepter,DamianOsipiuk,Ephem,marbemac,KATT,juliusmarminge,balazsmatepetro,paulobmarcos,artem-malko,Newbie012,Andarist,vojvodics,ZackDeRose,Mini-ghost,jakst,RomainLanz,meatnordrink,JLarky,inzanez,GLabat,SeungYn,juvirez,usaszerelem,yegao,tigawanna
textpattern/textpattern,Bloke,petecooper,phiw13,rwetzlmayr,philwareham,colak,jools-r,cara-tm,,,,,,,,,,,,,,,,,,,,,,
tgstation/tgstation,san7890,MrMelbert,LemonInTheDark,Mothblocks,JohnFulpWillard,Jacquerel,ChungusGamer666,SyncIt21,Time-Green,carlarctg,TheVekter,Sealed101,MTandi,Watermelon914,Ghommie,Fikou,Helg2,jlsnow301,timothymtorres,necromanceranne,moocowswag,ZephyrTFA,lessthnthree,SethLafuente,Pickle-Coding,ExcessiveUseOfCobblestone,YehnBeep,optimumtact,ATH1909,Cyberboss
theCrag/website,rouletout,lordyavin,killakalle,scd,matozoid,sviatoslavsaviak,longb1,Arzorth,Siarkmic,whatsername88,gui84,AndiAachen,ogkogk,braeuni,fritz-raphael,CMAXXTR,frikiluser,MiroBeze,endolith,isaac-aa,grae22,popovimi,juanliria,Willemfvz,sebzap,FreddieChopin,yerbles,willmonks,JonasR,quaestor
thewca/wca-regulations,Nanush7,Rouxles,ohexter,Samuel-Baird,Nevseros,conard-milliononmars,OJCubing,sarahstrong314,EdHollingdale,CarterKoala,benwh1,sebastianotronto,asto1001,xsrvmy,MFGookey,sebastiannielsen,Goosly,julesDesjardin,sam596,Sixstringcal,notkevin888,lgarron,,,,,,,,
tianocore/edk2,ardbiesheuvel,liyi77,mdkinney,makubacki,nicklela,bcran,gguo11837463,kuqin12,jyao1,hwu25,vlsunil,kraxel,lgao4,abdattar,ChaselChiu,IntelBrucexWang,ckoehne,YuanhaoXie,yli147,dhaval-rivos,LiuZhiguang001,MarsX-Lin,os-d,niruiyu,td36,ZhichaoGao,osteffenrh,samimujawar,LeviYeoReum,pierregondois
tikv/tikv,overvenus,tonyxuqqi,ti-chi-bot,SpadeA-Tang,tabokie,bufferflies,HuSharp,Connor1996,LykxSassinator,JmPotato,YuJuncen,glorv,ekexium,MyonKeminta,cfzjywxk,nolouch,hicqu,you06,sre-bot,wuhuizuo,Leavrth,dbsid,Lily2025,3pointer,pingyu,mayjiang0203,lance6716,v01dstar,BusyJay,lilinghai
Toblerity/Fiona,sgillies,mwtoews,snowman2,groutr,jorisvandenbossche,totycro,rbuffat,StefanBrand,adamjstewart,imincik,pmlpm1986,datengraben,isaiahwarnke,kavyajeetbora,michaelgrund,adriantre,rsmith013,mangecoeur,nekopsykose,ddileonardo,martinfleis,,,,,,,,,
TrinityCore/TrinityCore,Nyr97,Shauren,mdX7,aquadeus,Seyden,CraftedRO,Golrag,malcrom,Ovahlord,Aokromes,Naddley,jackpoz,meji46,PivanDepolo,SargeroDeV,acidmanifesto,shamage,Traesh,Macsimka,Jildor,StonedCookieGaming,Jonne733,ImmortalusDev,HuangStomach,Krudor,Krutok,TheDdraig,cyberpro98,Lordron,Fabi
TrinityCore/WowPacketParser,Naddley,ellingtonsantos,killerwife,Thordekk,SargeroDeV,neifion-00000000,Guldan45,Dr-Arayashiki,ImmortalusDev,heyitsbench,humanpride,meji46,mdX7,ateves,,,,,,,,,,,,,,,,
tvheadend/tvheadend,uknunknown,Flole998,gene-git,pool15,Saentist,th0ma7,pykpkg47,jkellerer,mralapete,zainkamal95,Leatherface75,oliv3r,TonKro,,,,,,,,,,,,,,,,,
twbs/bootstrap,julien-deramond,XhmikosR,mdo,coliff,ZhangChengLin,louismaximepiton,patrickhlauke,ffoodd,kyletsang,GeoSot,erikasby,VividLemon,cameronhollis,nwalters512,tobiasnitsche,kusma,harnishdesign,Firas-HadjKacem,mina20088,jonnysp,itchyny,afeefuddin,battlesnake,MewenLeHo,hannahiss,ShivangRawat30,kishlayraj-9,ruiarii,endcoreAK,IvanPizhenko
unbit/uwsgi,xrmx,niol,Lalufu,loqs,lorandvarga,YoungZiyi,centroculturaconocimiento,intgr,killershotpy,kintarowonders,LAzz1,outjoker,bastien-roucaries,Shaikhfahad2001,hanzy88,kunalkroy,volodkindv,binaryDiv,vsalvino,cemysf,bernd-wechner,Liubey,tuky,Nekuromento,parruc,shahram4m,kopf,hugovk,dcere,
util-linux/util-linux,t-8ch,karelzak,masatake,igo95862,eworm-de,brauner,debarshiray,thesamesam,thkukuk,dancerj,u2386,mrc0mmand,Vogtinator,bluca,laszloatoth,mariobl,tpwo,arachsys,bsdice,eli-schwartz,mator,alois31,nl6720,DaanDeMeyer,egchron,Andrei-Pozolotin,jwilk,PuzzleZz,ningmingxiao,uduecoder
uuidjs/uuid,broofa,LinusU,rllane17,liamjones,alfonsocv12,RahatFatimah,Mickael131,lucgagan,Lui22,WikipediaBrown,LarryStewart2022,AlexErrant,rdrpenguin04,wiperawa,nikhilnxvverma1,paulchiu,luckydonald,,,,,,,,,,,,,
validator/validator,scottaohara,mtrootyy,sideshowbarker,pkra,harendt,mig281,nschonni,mcking65,ChrisBocay,JordanMorrisDev,Croydon,catkutay,foflaw85,ezequiel-garzon,davidcoomer506,tcdaly,hadleyel,geometrian,m999z777,EverybodyGetsHurt,oliviertassinari,onlinebizsoft,,,,,,,,
vitmalina/w2ui,vitmalina,ooo4321,fprijate,artistmonkey,luis40895,NoelSMartin,marcelodarroyo,jankrnavek,Madrok,coltonfischer,sairum,elfwine,Wyti,Otman30,blitz-research,WenSheng-tw,Pensionarspoolen,,,,,,,,,,,,,
volkszaehler/vzlogger,narc-Ontakac2,J-A-U,r00t-,Lurchi70,Li900j,trabant-asb,dreamonhigh,wrichter,alkomm,RaptorSDS,bi-on,grseidel,leepfrog-ger,,,,,,,,,,,,,,,,,
web-platform-tests/wpt,chromium-wpt-export-bot,moz-wptsync-bot,whimboo,thiagowfx,WeizhongX,nt1m,OrKoN,jgraham,jonathan-j-lee,gsnedders,zcorpan,TalbotG,foolip,annevk,cookiecrook,rwlbuis,lukewarlow,domenic,wpt-pr-bot,youennf,dholbert,jrandolf,dbaron,mathiasbynens,cbiesinger,sadym-chromium,servo-wpt-sync,cdumez,marcoscaceres,juliandescottes
webdriverio/webdriverio,christian-bromann,sriteja777,BorisOsipov,nextlevelbeard,JordiSAGE,jan-molak,lukefitz1,KuznetsovRoman,amrsa1,patrickschilder,rashiq231,AugustinMauroy,ductoan0295,hammzj,Ernst-D,PSpSynedra,erwinheitzman,bhanuagarwal73,Ankit098,m4hdyar,syamphaneendra,jlipps,sourav-kundu,udarrr,DanielFreemanTester,cg-tester,HimanshuD-Groove,awhisler,Amitesh,AnikoBorosova
WeblateOrg/weblate,nijel,weblate,comradekingu,orangesunny,buhtz,tomkolp,ParthS007,Geeyun-JY3,yilmazdurmaz,emmapeel2,surli,perrfect,burner1024,pavelhoral,razor313,henry-torproject,ib,Rexogamer,luzpaz,derkoe,weijiang1994,eighthave,Bubu,zakharchenkoAndrii,ZiYueCommentary,lahdekorpi,maboroshin,dxdx123,jredl-va,ghubrakesh
webmin/webmin,iliajie,jcameron,Mecha-Weasel,thenineties,devadattas,swelljoe,AlexiKhreshnev,chris001,BigLOnline,dpark77,siicosmos,faxotherapy,FBachofner,crupko93,Talkabout,by,liutt1312,SlowFox72,ZekyTheWolf,ced1check,EPXOL,MSSEsq,johnheenan,djhkdjhk,khs-kks,sanjeev0990,tigerkzr,defung,g-regor,derjohn
webpack/webpack,alexander-akait,webpack-bot,burhanuday,TheLarkInn,ahabhgk,bworline,snitin315,tmpaul,aespinolopez,steverep,hardfist,ersachin3112,Zlatkovsky,childrentime,webdiscus,andrewbranch,hyf0,JeraldVin,vankop,jasonsanjose,navalega0109,underfin,timneutkens,fabiosantoscode,silverwind,xiaoxiaojx,exp0rs,shamoilarsi,benlieb,lvivski
whatwg/html,domenic,annevk,josepharhar,zcorpan,domfarolino,dbaron,nt1m,mbrodesser-Igalia,vmpstr,mfreed7,fantasai,rubberyuzu,smaug----,bkardell,keithamus,foolip,noamr,nicolo-ribaudo,syg,emilio,schwering,saschanaz,past,tabatkins,cathiechen,jpzwarte,shhnjk,scottaohara,patrickhlauke,Kaiido
White-Whale-Defi-Platform/migaloo-core,kerber0x,kaimen-sano,Sen-Com,eliseoci,0xFable,janfabian,silvermind,,,,,,,,,,,,,,,,,,,,,,,
White-Whale-Defi-Platform/white-whale-core,kerber0x,0xFable,Sen-Com,,,,,,,,,,,,,,,,,,,,,,,,,,,
wincent/command-t,wincent,amab8901,codybuell,Takuzen,Rijalamagaha,,,,,,,,,,,,,,,,,,,,,,,,,
wiredtiger/wiredtiger,etienneptl,korteland,ajmorton,kommiharibabu,lukech,luke-pearson,raviprakashgiri29,sueloverso,quchenhao,marcbutler,agorrod,Siddhartha8899,svc-bot-sebb,mickgraham-mongodb,ruby-oujo,Sean04,mm-ng,ddanderson,pmacko86,keitharnoldsmith,jeremythorp,jiechenbo,fedorova,clarissecheah,sulabhM,bvpvamsikrishna,amiyuki7,RedBeard0531,Meilianggang,zengwei2000
wmo-im/GRIB2,amilan17,sebvi,jbathegit,tomkralidis,manfredsc,marijanacrepulja,AndrewBenjamin-NOAA,sergioh-pessoal,SibylleK,shahramn,lennart-grib2,chris-little,,,,,,,,,,,,,,,,,,
WoltLab/WCF,TimWolla,BurntimeX,dtdesign,cls-design,SoftCreatR,mutec,felix-d1strict,MomoSpidey,darkwood-studios,,,,,,,,,,,,,,,,,,,,,
woocommerce/woocommerce-blocks,gigitux,Aljullu,mikejolley,imanish003,nielslange,kmanijak,nefeline,albarin,roykho,thealexandrelara,danieldudzic,opr,nerrad,tjcafferkey,hritikchaudhary,hsingyuc,wavvves,danielwrobert,tarunvijwani,ralucaStan,DAreRodz,luisherranz,tarhi-saad,tomxygen,webaxones,asafm7,pmcpinto,masteradhoc,Sadaf-A,shaunandrews
WordPress/WordPress,soheilkhosrvi,seatekgit,arpitjaswal,zombie223,parjunreddy77,dilipom13,szymon-go,samykhalil,juan-987654321,theayushshinde,nugrahaindie,svanlaere,geekswagg,mujuonly,manchumahara,BrookeDot,,,,,,,,,,,,,,
worldcoin/developer-portal,igorosip0v,denis-ottofeller,0xPenryn,maxpetretta,m1guelpf,michaelfurutin,paolodamico,AGMETEOR,lukejmann,chrislondon,,,,,,,,,,,,,,,,,,,,
wxFormBuilder/wxFormBuilder,sodevel,davidgiven,ONLYA,zetab007,Micheus,MaxEl3ven,stockstock2006,BunnySakura,KostinPavel,jixunmoe,SpareSimian,,,,,,,,,,,,,,,,,,,
wxMaxima-developers/wxmaxima,gunterkoenigsmann,yurytch,richardgobeli,bllamarodri,ReneSci,daute,OlesyaGerasimenko,LP314159,jhkaiser,ng0177,ryandesign,chenrui333,pietrogualla,mlomonaco,irokach,murakamiriyugi,wiesiwies,Famondir,hugodiniz,etn-63827,idealkindom,AntonioDA2004,DongeunPaeng,Stargate38,,,,,,
wxWidgets/wxWidgets,vadz,sz5000,BrianNixon,swt2c,MaartenBent,PBfordev,mcorino,taler21,csomor,Apteryks,oneeyeman1,imciner2,utelle,lanurmi,Rezakarimi66,kfsone,marekr,unxed,asmwarrior,matyalatte,GeorgyStolbovoy,paulcor,hobbitdev,gerard-durand,carlo-bramini,dsa-t,Upliner,markyang59,hwiesmann,dconnet
xapi-project/xen-api,psafont,gangj,lindig,minglumlu,robhoes,jameshensmancitrix,edwintorok,liulinC,DeliZhangX,MarkSymsCtx,kc284,benjamreis,mg12,bernhardkaindl,YanRachel,andyhhp,ydirson,danilo-delbusso,gthvn1,LunfanZhang,rosslagerwall,stormi,alexbrett,marleyjaffe,julien-f,johnelse,,,,
xbmc/xbmc,CrystalP,thexai,enen92,lrusak,jenkins4kodi,fuzzard,neo1973,ksooo,joseluismarti,CastagnaIT,garbear,fritsch,kambala-decapitator,sundermann,rmrector,emveepee,popcornmix,scott967,weblate,howie-f,graysky2,bkuhls,stumpalump,AlwinEsch,afedchin,pduveau,rainman74,wsnipex,dmahurin,quietvoid
xianyi/OpenBLAS,martin-frbg,brada4,mmuetzel,mseminatore,angsch,sh-zheng,XiWeiGu,felixonmars,heyleadro,rgommers,imzhuhl,klho,Mousius,orlitzky,h-vetinari,kiranchandramohan,thrasibule,OMaghiarIMG,cparrott73,vladimir-ch,nyhtetmyet,ken-unger,Dirreke,Rabenda,samfux84,cponder,sl1pkn07,xianyi,boomanaiden154,HengamehB
XRPLF/rippled,seelabs,ckeshava,intelliot,shawnxie999,ximinez,mtrippled,thejohnfreeman,gregtatcam,scottschurr,nbougalis,arihantkothari,RichardAH,HowardHinnant,dangell7,ledhed2222,PeterChen13579,godexsoft,mounikakun,legleux,drlongle,oeggert,ckniffen,kennyzlei,JoelKatz,DennisDawson,xiongjiabing,KumarUjjwal2022,mvadari,TwoBigPaws133,connorjchen
xwiki/xwiki-platform,Sereza7,manuelleduc,michitux,surli,mflorea,douakli,tmortagne,xwikiorgci,vmassol,amanna13,lucaa,rondales,petrenkonikita112263,wthrajat,oanalavinia,jprinet,,,,,,,,,,,,,,
xwiki/xwiki-rendering,manuelleduc,michitux,vmassol,surli,tmortagne,Sereza7,,,,,,,,,,,,,,,,,,,,,,,,
yairm210/Unciv,yairm210,SeventhM,SomeTroglodyte,Ouaz,Caballero-Arepa,hackedpassword,Lesiakower,Smashfanful,alexban011,Ranbut,CrsiX,marek22k,Mape6,chr56,Alvin201777,GrimPixel,Skekdog,WhoIsJohannes,letstalkaboutdune,random271,touhidurrr,xlenstra,itanasi,Jiangeshi,tuvus,LenaBullens,AutumnPizazz,J0anJosep,AdityaMH,Knirps1
YesWiki/yeswiki,J9rem,acheype,mrflos,seballot,Gobtous,MelanieMichel,JeremyCDP,gatienbataille,Zoldiru,funkycram,,,,,,,,,,,,,,,,,,,,
yihui/knitr,cderv,yihui,dmurdoch,mcanouil,LuisLauM,Darxor,rkrug,aronatkins,maxecharel,tfjaeger,trevorld,ralmond,tdhock,hadley,bayeslearner,ALanguillaume,rempsyc,giabaio,multimeric,schloerke,rkb965,malcolmbarrett,zeileis,tamuanand,remlapmot,ateucher,,,,
yiisoft/yii2,samdark,rhertogh,bizley,terabytesoftw,uaoleg,rob006,PowerGamer1,schmunk42,mtangoo,sk1t0n,SOHELAHMED7,michaelarnauts,bobonov,tbreuss,clemens-it,jiaweipan,belisoful,wouter90,egmsystems,nadar,AugustMiller,andrew-demb,brandonkelly,xepozz,mikk150,FlatronBuda,My6UoT9,AnthonyTesche,yii-bot,eegusakov
ytdl-org/youtube-dl,dirkf,Vangelis66,CodeKraft,nicolaasjan,pukkandan,1268,gamer191,HinTak,paulrougieux,betterthanever2,oszlsm,unkernet,AnonymousAlt0,CHJ85,Rekrullurker,xescar,menschel,thedtvn,durian808,ProvisionlabTeam,bakhtiarRepo,october262,pvpb0t,actuallyrizzn,geoidesic,steelliberty,dhwz,jacobLach,HGStyle,Dosingr
zammad/zammad,fliebe92,dominikklein,MrGeneration,mgruner,rolfschmidt,YetAnotherGerrit,martini,t-shehab,mantas,Suhopoljac,KoJie,MarkusHeld,monotek,Bozo0511,sheremet-va,dvuckovic,cautopartes,Dennis1993,MrCybertux,Stubenhocker1399,Hanswtf,seraphyn,valodzka,awh-tokyo,herzkerl,jcruzdesignpdx,ariep,fleverest,vic-t,abdellani
zhovner/zaborona/help,toxi22,raddyst,kilroy98,fdan69,117-DIR,Evidark,Livitan,Anian-igor,leohub2016,journeym,UAVXP,,,,,,,,,,,,,,,,,,,
